source,target,weight
3010_1,36667020_1,0.8390007173340737
3010_1,36667030_1,0.8346730511523832
3010_1,36668010_1,0.7764509826553323
3010_1,36668020_1,0.7037643431909588
3010_1,36675040_1,0.7409179405510475
3010_1,36676010_1,0.8413933629655045
3010_1,36676040_1,0.8530505528037651
3010_1,36677030_1,0.7085243621033355
3010_1,36683010_1,0.8462131257555934
3010_1,36683020_1,0.747904745818095
3010_1,36689010_1,0.7780092534195013
3010_1,36708020_1,0.8118145202541851
3010_1,36726010_1,0.7034752339507144
3010_1,36734010_1,0.8512348344199301
3010_1,36734020_1,0.7733603903112991
3010_1,36753040_1,0.7737702785398609
3010_1,36763040_1,0.7646360390798428
3010_1,36770020_1,0.7762417120189351
3010_1,36787010_1,0.8403846984154397
3010_1,36787020_1,0.8388809390169435
3010_1,36798010_1,0.7014620077053672
3010_1,36798040_1,0.768910616859208
3010_1,36813020_1,0.9173337909685916
3010_1,36814020_1,0.7536106703534362
3010_1,36819010_1,0.856390977443609
3010_1,36822010_1,0.779301122666624
3010_1,36822020_1,0.705928871125647
3010_1,36826020_1,0.7775086392708532
3010_1,36826030_1,0.761191597808974
3010_1,36832020_1,0.8475660301133212
3010_1,36832030_1,0.8466232980279478
3010_1,36866010_1,0.745634477435887
3010_1,36866040_1,0.7827739840969644
3010_1,36868040_1,0.7802182908106625
3010_1,36902010_1,0.8495238019538824
3010_1,36902020_1,0.7739533632887929
3010_1,36950010_1,0.7636614189621722
3010_1,36967010_1,0.8411762337841783
3010_1,36967040_1,0.7011003438007062
3010_1,37047040_1,0.9146880780981564
3010_1,37048010_1,0.7777786033419893
3010_1,37048020_1,0.850869418598651
3010_1,37049010_1,0.8233987561200888
3010_1,37049040_1,0.8363236334047658
3010_1,37050010_1,0.8483781809551477
3010_1,37050040_1,0.7771780623812723
3010_1,37053020_1,0.856390977443609
3010_1,37057010_1,0.7667962302009728
3010_1,37057020_1,0.8474754359236895
3010_1,37072010_1,0.7091295712620354
3010_1,37082020_1,0.8396929581283155
3010_1,37101020_1,0.7750102559362871
3010_1,37106010_1,0.7510935308662603
3010_1,37160010_1,0.7835258637962125
3010_1,37184030_1,0.7600133989082962
3010_1,37203010_1,0.7633414453450378
3010_1,37208010_1,0.8469315894864908
3010_1,37253010_1,0.924320217510582
3010_1,37253020_1,0.830994971855411
3010_1,37257010_1,0.7558797895246474
3010_1,37297010_1,0.7010881076195001
3010_1,37298010_1,0.921187207960186
3010_1,37352010_1,0.7675692896873654
3010_1,37359010_1,0.8479334435034461
3010_1,37359040_1,0.8500125215971909
3010_1,37361010_1,0.7603077036113897
3010_1,37373020_1,0.751936494970816
3010_1,37382010_1,0.7046833233148435
3010_1,37404010_1,0.70597547283223
3010_1,37414010_1,0.7089311193322655
3010_1,37428020_1,0.904120247318714
3010_1,37431020_1,0.7785304830412374
3010_1,37490010_1,0.9169757945907264
3010_1,37496010_1,0.7651651783606684
3010_1,37515010_1,0.7003585133512897
3010_1,37515020_1,0.7705245416821334
3010_1,37530030_1,0.832484203168621
3010_1,37541040_1,0.8362860123533116
3010_1,37545010_1,0.7645829506775175
3010_1,37546020_1,0.7568249349531139
3010_1,37547010_1,0.8424658214186624
3010_1,37547040_1,0.7085449775764235
3010_1,37594040_1,0.780078566307207
3010_1,37597030_1,0.8408132045482437
3010_1,37618010_1,0.7721293194716212
3010_1,37618020_1,0.7503548945373185
3010_1,37640010_1,0.8463948451732517
3010_1,37732010_1,0.7746594488165881
3010_1,37735010_1,0.8374373190305712
3010_1,37767010_1,0.8439675359076808
3010_1,37767020_1,0.7716619792694275
3010_1,37777010_1,0.854407641661713
3010_1,37777040_1,0.841815386176095
3010_1,37842010_1,0.7780414357870328
3010_1,37865020_1,0.7776576387646721
3010_1,37871020_1,0.7759002848623053
3010_1,37871030_1,0.7086896505481259
3010_1,37942020_1,0.7736206570999116
3010_1,37948020_1,0.8442234082506612
3010_1,37948030_1,0.7633415503177439
3010_1,37955020_1,0.7485839288310302
3010_1,37989010_1,0.7778439649747109
3010_1,37989040_1,0.8366236402526912
3010_1,38015020_1,0.7606495530601798
3010_1,38015030_1,0.7801041302485419
3010_1,38017020_1,0.7005577450292971
3010_1,38042010_1,0.7686960087380652
3010_1,38042020_1,0.7616021923734887
3010_1,38047010_1,0.781306260181795
3010_1,38047040_1,0.8285713774572678
3010_1,38050020_1,0.7761630226260846
3010_1,38050030_1,0.7618576424243089
3010_1,38099010_1,0.845172616740335
3010_1,38099020_1,0.8275772372189607
3010_1,38144010_1,0.7713872420276026
3010_1,38269020_1,0.8380617001161279
3010_1,38298010_1,0.7442056555136232
3010_1,38298020_1,0.7688765316040949
3010_1,38308040_1,0.7619848467027658
3010_1,38333010_1,0.7715521452294232
3010_1,38394010_1,0.854954435224784
3010_1,38394020_1,0.7708627709447597
3010_1,38405010_1,0.7689561269868683
3010_1,38406010_1,0.8370064263124228
3010_1,38406020_1,0.7085243621033355
3010_1,38475010_1,0.7063523711581302
3010_1,38477020_1,0.8397262320747698
3010_1,38496010_1,0.8427360798250328
3010_1,38496020_1,0.9244791242323364
3010_1,38510040_1,0.7026185366032244
3010_1,38511010_1,0.7105935329691448
3010_1,38516020_1,0.7754741756062875
3010_1,38516030_1,0.8435508398903939
3010_1,38517010_1,0.8403391882877794
3010_1,38520010_1,0.835871760553443
3010_1,38523020_1,0.8481730948189705
3010_1,38523030_1,0.9098398412900506
3010_1,38524010_1,0.9073705474017186
3010_1,38524020_1,0.8388354288892832
3010_1,38525040_1,0.8401107354330835
3010_1,38530010_1,0.7469790999273815
3010_1,38531020_1,0.7689276697782064
3010_1,38535040_1,0.7778760526609781
3010_1,38547010_1,0.7017066445383288
3010_1,38547020_1,0.7793551067674305
3010_1,38548010_1,0.7009594766041669
3010_1,38577010_1,0.7685560039643458
3010_1,38577020_1,0.7586994106084443
3010_1,38615010_1,0.7626467068178805
3010_1,38615020_1,0.7566694487635529
3010_1,38685020_1,0.773052484095726
3010_1,38685030_1,0.8464835735244922
3010_1,38717010_1,0.7284355496367111
3010_1,38717040_1,0.8467515503182241
3010_1,38720010_1,0.7746427375734563
3010_1,38761040_1,0.831773274145285
3010_1,38782010_1,0.768787181306724
3010_1,38811030_1,0.7757876995768701
3010_1,38876010_1,0.7668174099881173
3010_1,38876020_1,0.7714691293144562
3010_1,38879020_1,0.7656488342715824
3010_1,38888010_1,0.852424305879817
3010_1,38888040_1,0.7741937785723442
3010_1,38892020_1,0.7658514494325928
3010_1,38893020_1,0.7392135265111965
3010_1,38921020_1,0.7665825754103851
3010_1,38923020_1,0.8238993435109884
3010_1,38950010_1,0.7722281917539576
3010_1,38951010_1,0.8210315862666417
3010_1,38961010_1,0.7622849008913233
3010_1,38966010_1,0.8147738414850254
3010_1,39047040_1,0.7737758962948703
3010_1,39058020_1,0.7776808737527364
3010_1,39059020_1,0.7672670012268017
3010_1,39082010_1,0.7703528715143066
3010_1,39082020_1,0.7034264926533891
3010_1,39101010_1,0.7767843210817859
3010_1,39101020_1,0.7642246805473013
3010_1,39107010_1,0.7767522333955186
3010_1,39107020_1,0.7041498575119014
3010_1,39111010_1,0.8346452055984098
3010_1,39115030_1,0.7731511196749019
3010_1,39136010_1,0.7026205341720703
3010_1,39137040_1,0.769566997467681
3010_1,39159010_1,0.7781093222534665
3010_1,39159020_1,0.8397398335872495
3010_1,39181010_1,0.8439675359076808
3010_1,39181020_1,0.7532264983795474
3010_1,39183010_1,0.7662154422905243
3010_1,39183020_1,0.8249926977074984
3010_1,39184020_1,0.7069411493439621
3010_1,39185010_1,0.7712514217541031
3010_1,39185040_1,0.7672657573345407
3010_1,39186040_1,0.7836053171570896
3010_1,39187020_1,0.7695991901266542
3010_1,39191020_1,0.7813100223898548
3010_1,39257010_1,0.7735863721908283
3010_1,39260010_1,0.8474246356519157
3010_1,39260020_1,0.7749200943302574
3010_1,39279040_1,0.9127047423162604
3010_1,39316010_1,0.7704841656117196
3010_1,39319020_1,0.7535152223768218
3010_1,39319030_1,0.9247742299526472
3010_1,39340020_1,0.8439661026528915
3010_1,39348020_1,0.8018686544728222
3010_1,39348030_1,0.780078566307207
3010_1,39358020_1,0.7068341344729042
3010_1,39370040_1,0.8424217918864235
3010_1,39411020_1,0.7062523023241649
3010_1,39419020_1,0.7022600668190381
3010_1,39492010_1,0.7635599642140498
3010_1,39505010_1,0.771142219951671
3010_1,39538020_1,0.7026836985819758
3010_1,39556010_1,0.8392139357675306
3010_1,39557010_1,0.7817476141504937
3010_1,39558010_1,0.7857142857142857
3010_1,39576020_1,0.7707449531472852
3010_1,39582010_1,0.7702250518076323
3010_1,39583010_1,0.748546605888339
3010_1,39605010_1,0.7714074352085303
3010_1,39605020_1,0.707879355253249
3010_1,39607030_1,0.7705356825108879
3010_1,39626010_1,0.7032531628190545
3010_1,39649030_1,0.8349666354545534
3010_1,39690010_1,0.7043690353762342
3010_1,39753020_1,0.8352596424068408
3010_1,39753030_1,0.9115393068616549
3010_1,39755020_1,0.7011311978861543
3010_1,39757020_1,0.7769640326391566
3010_1,39776010_1,0.7564310619231729
3010_1,39776040_1,0.7689013418688447
3010_1,39779020_1,0.7061331932937974
3010_1,39779030_1,0.7749038053792858
3010_1,39783020_1,0.7841849623744546
3010_1,39783030_1,0.7660144024061994
3010_1,39821040_1,0.7074581944654781
3010_1,39875010_1,0.8168436161840277
3010_1,39875020_1,0.7753980007557075
3010_1,39879020_1,0.7046038699539663
3010_1,39900040_1,0.7548606126098717
3010_1,39929010_1,0.7733603903112991
3010_1,39929020_1,0.8467236471321768
3010_1,39937020_1,0.7739654574481027
3010_1,39956010_1,0.7713616780862678
3010_1,39956020_1,0.7028489870267663
3010_1,39958010_1,0.843644527001323
3010_1,39958040_1,0.7837309499323897
3010_1,39965020_1,0.7755463412542055
3010_1,39970010_1,0.7603737345308739
3010_1,39972020_1,0.8360646105084142
3010_1,40081010_1,0.7628974451036143
3010_1,40083040_1,0.7603910677201362
3010_1,40111010_1,0.7595253115025599
3010_1,40115020_1,0.7441992737905869
3010_1,40123010_1,0.7588349941787832
3010_1,40126010_1,0.8509415842465691
3010_1,40148020_1,0.7697681460982404
3010_1,40148030_1,0.8515327016771133
3010_1,40153020_1,0.7781604501361362
3010_1,40158010_1,0.704552931433825
3010_1,40180010_1,0.7720593880957096
3010_1,40219010_1,0.8453584259769493
3010_1,40223010_1,0.7282710827920212
3010_1,40223020_1,0.9063965965708106
3010_1,40276010_1,0.7702378152537046
3010_1,40276020_1,0.8477291213352957
3010_1,40277010_1,0.7748550640819605
3010_1,40279010_1,0.8455454111823087
3010_1,40279040_1,0.8377428962928738
3010_1,40280010_1,0.8122202033996433
3010_1,40280040_1,0.8542025555255358
3010_1,40284010_1,0.7063523711581302
3010_1,40294010_1,0.7499684306593495
3010_1,40294020_1,0.7039060690367889
3010_1,40311010_1,0.7785958446739589
3010_1,40376010_1,0.7483515755199066
3010_1,40388010_1,0.7668075027601818
3010_1,40388020_1,0.8421458210437796
3010_1,40407030_1,0.7669180060869487
3010_1,40435030_1,0.8256612095244714
3010_1,40438040_1,0.7646264261871416
3010_1,40441010_1,0.7629744542470732
3010_1,40441020_1,0.705323134702081
3010_1,40475010_1,0.8339919141377055
3010_1,40475020_1,0.8425707913802425
3010_1,40519030_1,0.8350076808117297
3010_1,40560010_1,0.8298224853910068
3010_1,40609010_1,0.8516857539406977
3010_1,40610030_1,0.7733858225221795
3010_1,40623010_1,0.7478417501878343
3010_1,40623020_1,0.7524932801516448
3010_1,40651010_1,0.9040324517151452
3010_1,40651040_1,0.832383901405024
3010_1,40669020_1,0.7783300651030431
3010_1,40669030_1,0.843487959524281
3010_1,40679030_1,0.7076533733737198
3010_1,40711010_1,0.7694974513347392
3010_1,40711040_1,0.7703903402524228
3010_1,40718020_1,0.7728811991708693
3010_1,40761010_1,0.7539031195095801
3010_1,40761040_1,0.7672202945475125
3010_1,40778010_1,0.7009852875401041
3010_1,40782020_1,0.7537689180798697
3010_1,40782030_1,0.7644299087053749
3010_1,40785010_1,0.8483618920041762
3010_1,40795030_1,0.7682976606461984
3010_1,40870010_1,0.9189690376005578
3010_1,40875010_1,0.7701555056746907
3010_1,40875040_1,0.7682190083025383
3010_1,40888020_1,0.8475304169221546
3010_1,40888030_1,0.8461103056761974
3010_1,40905010_1,0.8454612460563453
3010_1,40905020_1,0.7031795639163472
3010_1,40908010_1,0.8503153373226209
3010_1,40913010_1,0.7767843210817859
3010_1,40913020_1,0.8200194397787812
3010_1,40917010_1,0.7055210380980048
3010_1,40918020_1,0.7681721698927947
3010_1,40918030_1,0.7797806990500238
3010_1,40919020_1,0.7700564810790163
3010_1,40929020_1,0.7615405929488269
3010_1,40929030_1,0.894209044142347
3010_1,40964020_1,0.7556289500397363
3010_1,40964030_1,0.911746485247942
3010_1,40983010_1,0.8362805431381115
3010_1,40993010_1,0.8424346870629503
3010_1,40993040_1,0.7503612762603546
3010_1,41018020_1,0.7068891154713693
3010_1,41027010_1,0.7530106566575855
3010_1,41027020_1,0.774693970428832
3010_1,41037010_1,0.7657349533992883
3010_1,41037040_1,0.8314219871013518
3010_1,41043010_1,0.8163861066414426
3010_1,41043040_1,0.8495634576233728
3010_1,41046010_1,0.7396396292493012
3010_1,41046020_1,0.7080122757415082
3010_1,41047010_1,0.7426535297693297
3010_1,41059010_1,0.836316535054335
3010_1,41059020_1,0.8389311712011319
3010_1,41076010_1,0.7790543832921105
3010_1,41098010_1,0.846299102861403
3010_1,41119010_1,0.7808560099477899
3010_1,41119020_1,0.9177609482364288
3010_1,41122030_1,0.7705391977243454
3010_1,41123030_1,0.7000279364617088
3010_1,41129010_1,0.707101911612666
3010_1,41141010_1,0.8408764598658848
3010_1,41141020_1,0.8386069760345871
3010_1,41157010_1,0.7045783060126314
3010_1,41173010_1,0.7750294381545859
3010_1,41173020_1,0.769993073448037
3010_1,41188020_1,0.7780015434143819
3010_1,41189030_1,0.7805581426906067
3010_1,41193010_1,0.8290754697701832
3010_1,41220020_1,0.7799841152282512
3010_1,41220030_1,0.8438022474628903
3010_1,41222010_1,0.8430250840925713
3010_1,41222040_1,0.9226236081571147
3010_1,41227010_1,0.7674295651839098
3010_1,41227020_1,0.7776056048920794
3010_1,41229010_1,0.8249564049381274
3010_1,41229020_1,0.7764025689689031
3010_1,41238010_1,0.8551595213609611
3010_1,41240010_1,0.7806394515984334
3010_1,41250010_1,0.7037087402463633
3010_1,41283010_1,0.7805581426906067
3010_1,41306010_1,0.7768778661708186
3010_1,41309010_1,0.7704598863853646
3010_1,41309020_1,0.8467387395315198
3010_1,41313010_1,0.7649830737000402
3010_1,41313040_1,0.8448688003437177
3010_1,41314030_1,0.7546100163460342
3010_1,41325040_1,0.7665824704376791
3010_1,41326020_1,0.9192548580390634
3010_1,41342010_1,0.8402436891970042
3010_1,41342020_1,0.7748945303889225
3010_1,41364020_1,0.7664172869655946
3010_1,41380010_1,0.755314662101127
3010_1,41380020_1,0.7647043516119654
3010_1,41382020_1,0.7070412181779273
3010_1,41403010_1,0.7737348176620324
3010_1,41403020_1,0.8473078185256284
3010_1,41425010_1,0.7331824840100325
3010_1,41463020_1,0.7731301254767571
3010_1,41474020_1,0.7653165068077579
3010_1,41474030_1,0.7666684104942985
3010_1,41532010_1,0.7062290673361007
3010_1,41544010_1,0.7741122700105473
3010_1,41574040_1,0.7039710992850858
3010_1,41623010_1,0.7700164977986297
3010_1,41670010_1,0.705600491458882
3010_1,41670020_1,0.8981456087793628
3010_1,41686030_1,0.771142219951671
3010_1,41706010_1,0.7094018745778836
3010_1,41706040_1,0.77390756911734
3010_1,41713010_1,0.7589128722629748
3010_1,41797020_1,0.7054607669554265
3010_1,41800010_1,0.8146448996681511
3010_1,41828020_1,0.8505848791015966
3010_1,41849010_1,0.7742775584553377
3010_1,41849020_1,0.7802438547519974
3010_1,41879010_1,0.7028737870000744
3010_1,41879040_1,0.8528454666675879
3010_1,41880010_1,0.7799876407331505
3010_1,41906010_1,0.7030380274330456
3010_1,41926020_1,0.7764599838933448
3010_1,41942010_1,0.7762516192468705
3010_1,41953010_1,0.8479154475453343
3010_1,41977010_1,0.8391477731175918
3010_1,41994010_1,0.9103246937525932
3010_1,42005010_1,0.850764401296439
3010_1,42125010_1,0.8412222814681467
3010_1,42151010_1,0.7086896505481259
3010_1,42151040_1,0.7017729121609735
3010_1,42157030_1,0.8380975091877361
3010_1,42161020_1,0.9173445938950084
3010_1,42161030_1,0.780102132679696
3010_1,42187040_1,0.7633671142590787
3010_1,42240010_1,0.7009852875401041
3010_1,42248010_1,0.7005147532174357
3010_1,42281010_1,0.7744959250110117
3010_1,42285010_1,0.8428219149089462
3010_1,42291010_1,0.7791101282586024
3010_1,42294030_1,0.7046833233148435
3010_1,42327010_1,0.8292218024083936
3010_1,42327020_1,0.9254872179504317
3010_1,42402010_1,0.7019626218540151
3010_1,42407010_1,0.7033724138713184
3010_1,42491010_1,0.7727226711741717
3010_1,42503010_1,0.749855334918403
3010_1,42503020_1,0.7607751858354798
3010_1,42529020_1,0.8401344873945722
3010_1,42534020_1,0.7056424760816431
3010_1,42556010_1,0.7760324413825377
3010_1,42559010_1,0.8399731978610021
3010_1,42559040_1,0.84341488788644
3010_1,42583010_1,0.702690080305012
3010_1,42583040_1,0.7724941133467698
3010_1,42645010_1,0.7018622727497861
3010_1,42645020_1,0.8416408227409412
3010_1,42667020_1,0.7671947306061777
3010_1,42686010_1,0.7828534374578415
3010_1,42739020_1,0.7731739220793641
3010_1,42753010_1,0.7679146275918645
3010_1,42753020_1,0.8350149006011731
3010_1,42776010_1,0.8380111468389566
3010_1,42776020_1,0.8361341566413558
3010_1,42814010_1,0.9125651495432592
3010_1,42814020_1,0.9163074210221208
3010_1,42828010_1,0.7591061379921931
3010_1,42828040_1,0.847940589194509
3010_1,42842030_1,0.830487965692285
3010_1,42846010_1,0.7738142710229096
3010_1,42874010_1,0.7488392303420409
3010_1,42938010_1,0.7030142754715567
3010_1,42943020_1,0.8985363250810675
3010_1,42946010_1,0.8369798181327972
3010_1,42946020_1,0.764521878517722
3010_1,42955010_1,0.8520935869683397
3010_1,43027010_1,0.7593093788728624
3010_1,43052010_1,0.7815823257057032
3010_1,43113020_1,0.8428955138116534
3010_1,43117010_1,0.7837309499323897
3010_1,43122010_1,0.8239376029748798
3010_1,43179010_1,0.8384416875897966
3010_1,43231010_1,0.7749038053792858
3010_1,43231020_1,0.7767777973368535
3010_1,43257020_1,0.7657672880801578
3010_1,43277020_1,0.7809089933774092
3010_1,43284020_1,0.7738512022047177
3010_1,43292010_1,0.7693985354852995
3010_1,43292040_1,0.8419586361844499
3010_1,43295010_1,0.7534488638464416
3010_1,43342010_1,0.7656564125462473
3010_1,43347010_1,0.7640237418621539
3010_1,43354010_1,0.7045435988113878
3010_1,43354040_1,0.7690629998360299
3010_1,43372010_1,0.7028489870267663
3010_1,43381040_1,0.8357969139849462
3010_1,43387010_1,0.8999040172114621
3010_1,43407030_1,0.8404640097544206
3010_1,43459010_1,0.7655185000226378
3010_1,43460010_1,0.701033126621035
3010_1,43468010_1,0.8526865599458335
3010_1,43512010_1,0.7018622727497861
3010_1,43512020_1,0.7796386455932975
3010_1,43513010_1,0.7033197107119631
3010_1,43520030_1,0.7038266156759118
3010_1,43532020_1,0.8453361405459114
3010_1,43560010_1,0.8349582561626714
3010_1,43601010_1,0.8384214573596787
3010_1,43628020_1,0.7083342736852369
3010_1,43652010_1,0.7581095164872773
3010_1,43652020_1,0.7770034989461186
3010_1,43718010_1,0.8452446877069888
3010_1,43764010_1,0.8507364981103918
3010_1,43767020_1,0.8458706543606729
3010_1,43767030_1,0.8013112295073639
3010_1,43769010_1,0.8380551290305633
3010_1,43769020_1,0.8490067568323664
3010_1,43771040_1,0.7033225669301
3010_1,43779020_1,0.7728432134593286
3010_1,43785020_1,0.7034419600042601
3010_1,43787010_1,0.762441472141894
3010_1,43787020_1,0.7060678316610758
3010_1,43800030_1,0.9112477163548016
3010_1,43809010_1,0.8426799931826745
3010_1,43809020_1,0.7699653699159601
3010_1,43811020_1,0.774693970428832
3010_1,43811030_1,0.7696384605531748
3010_1,43849010_1,0.7038710304511206
3010_1,43849020_1,0.7797628451138083
3010_1,43870010_1,0.7092364441111969
3010_1,43873010_1,0.7681587371599599
3010_1,43890010_1,0.8530364610756095
3010_1,43890020_1,0.7061331932937974
3010_1,43906010_1,0.7650240308938653
3010_1,43912010_1,0.8254679269858982
3010_1,43912020_1,0.771741574652201
3010_1,43926040_1,0.7836053171570896
3010_1,43943010_1,0.7814630746534393
3010_1,43956010_1,0.775594849621899
3010_1,43956040_1,0.8141413651513792
3010_1,43958020_1,0.7667152489040421
3010_1,44003030_1,0.7613306900748573
3010_1,44027020_1,0.7690759053039985
3010_1,44027030_1,0.7043064249889434
3010_1,44067020_1,0.7142857142857143
3010_1,44080020_1,0.7086357611285836
3010_1,44095010_1,0.7068267520786808
3010_1,44135040_1,0.8501974145524404
3010_1,44141030_1,0.7009451046057475
3010_1,44149010_1,0.9152308188914616
3010_1,44192010_1,0.7498911065977727
3010_1,44260020_1,0.7697476623556069
3010_1,44271020_1,0.7597486738671129
3010_1,44300020_1,0.7052936665307898
3010_1,44303010_1,0.7664265249067677
3010_1,44307040_1,0.8299481181663069
3010_1,44311010_1,0.7692235394665436
3010_1,44334010_1,0.7755163458180483
3010_1,44336030_1,0.7758651553689014
3010_1,44363010_1,0.7542159165613262
3010_1,44363020_1,0.831007160695985
3010_1,44369020_1,0.7741921086143944
3010_1,44391010_1,0.7092826235256198
3010_1,44392020_1,0.7753585817893776
3010_1,44406010_1,0.7726393135833385
3010_1,44417020_1,0.7142857142857143
3010_1,44418010_1,0.841362559994217
3010_1,44418040_1,0.7809957344512455
3010_1,44420020_1,0.7114248660292701
3010_1,44420030_1,0.8451633890906038
3010_1,44427020_1,0.7135338345864661
3010_1,44469010_1,0.7756953407480244
3010_1,44469040_1,0.7625633427091341
3010_1,44503010_1,0.702763537185823
3010_1,44522010_1,0.7070156542365924
3010_1,44522040_1,0.7049190165418666
3010_1,44580010_1,0.7747482821405345
3010_1,44595020_1,0.7080378396828431
3010_1,44598010_1,0.7833045936817696
3010_1,44604020_1,0.7713131261514707
3010_1,44710020_1,0.7005321810879622
3010_1,44734010_1,0.7487333543905379
3010_1,44734020_1,0.7039886115454348
3010_1,44748020_1,0.8348383395971736
3010_1,44748030_1,0.7628178497208409
3010_1,44751010_1,0.7689787976608761
3010_1,44754010_1,0.7086499948786356
3010_1,44754020_1,0.7029493361309954
3010_1,44764010_1,0.9017284462716038
3010_1,44766020_1,0.7756953407480244
3010_1,44766030_1,0.7741168397537374
3010_1,44817020_1,0.7616923539795184
3010_1,44836010_1,0.7667094994185781
3010_1,44843010_1,0.8571428571428572
3010_1,44843020_1,0.8983129524250729
3010_1,44854010_1,0.7749038053792858
3010_1,44854020_1,0.769600860084604
3010_1,44855010_1,0.7016239126671545
3010_1,44878020_1,0.773895911315161
3010_1,44910020_1,0.8429241706742856
3010_1,44919010_1,0.7054352030140916
3010_1,44919020_1,0.77390756911734
3010_1,44959010_1,0.7684302291671494
3010_1,44977040_1,0.7015360800143954
3010_1,44989010_1,0.7740449108089799
3010_1,45027010_1,0.7020507858911991
3010_1,45027040_1,0.8467026093669285
3010_1,45057030_1,0.7780952305253109
3010_1,45081010_1,0.7740326746277738
3010_1,45100010_1,0.8509083103001147
3010_1,45100020_1,0.7015135578801971
3010_1,45106020_1,0.703491522901686
3010_1,45109010_1,0.8361768105508793
3010_1,45109040_1,0.8492790601482147
3010_1,45133010_1,0.703365890126386
3010_1,45147010_1,0.7791101282586024
3010_1,45147020_1,0.8423358147806139
3010_1,45156020_1,0.7050979603576819
3010_1,45168020_1,0.7553778265110325
3010_1,45172020_1,0.8456206800429658
3010_1,45173020_1,0.7656654072663466
3010_1,45175010_1,0.8444003685626011
3010_1,45181010_1,0.846797729732647
3010_1,45216010_1,0.7054251537642598
3010_1,45225020_1,0.7082100741647261
3010_1,45231010_1,0.7572506219169713
3010_1,45231020_1,0.8416699121871754
3010_1,45235010_1,0.7748945303889225
3010_1,45277010_1,0.7021911796814172
3010_1,45302010_1,0.771142219951671
3010_1,45329010_1,0.8496890903986728
3010_1,45333010_1,0.8255976125309638
3010_1,45337010_1,0.7084847064338451
3010_1,45354010_1,0.7555819222674642
3010_1,45356020_1,0.7718447799745669
3010_1,45367020_1,0.7724394229100104
3010_1,45378010_1,0.7045783060126314
3010_1,45397040_1,0.8429269322111581
3010_1,45399020_1,0.7707150626838339
3010_1,45400010_1,0.7748009852998898
3010_1,45413020_1,0.7741186517335834
3010_1,45438010_1,0.8516979901219037
3010_1,45439020_1,0.7057494909527009
3010_1,45439030_1,0.7018331833035518
3010_1,45443020_1,0.7734625143461841
3010_1,45445010_1,0.9135722055409768
3010_1,45445020_1,0.700779816160957
3010_1,45474010_1,0.7767567595716052
3010_1,45498010_1,0.7739420907295839
3010_1,45500010_1,0.7721872078023839
3010_1,45500040_1,0.7793266866079589
3010_1,45509010_1,0.7629570840086206
3010_1,45555010_1,0.7787611331187494
3010_1,45565010_1,0.7115504988045701
3010_1,45565040_1,0.7038454665097857
3010_1,45606010_1,0.9130693941695126
3010_1,45612010_1,0.90868993081839
3010_1,45612020_1,0.7650788160118889
3010_1,45613010_1,0.8492790601482147
3010_1,45630010_1,0.7665066372629655
3010_1,45630020_1,0.771596232393736
3010_1,45695010_1,0.8362207556932959
3010_1,45699010_1,0.8398588005957208
3010_1,45699020_1,0.7598005657178093
3010_1,45700010_1,0.76755938245943
3010_1,45742010_1,0.8902348824672411
3010_1,45746010_1,0.7693078836635938
3010_1,45746040_1,0.7679786033104289
3010_1,45749020_1,0.7628344494733537
3010_1,45750010_1,0.7553778265110325
3010_1,45750040_1,0.7761018454935832
3010_1,45786010_1,0.8428413773975089
3010_1,45786020_1,0.7834330826752065
3010_1,45848010_1,0.7807359949274992
3010_1,45867010_1,0.8365186229504791
3010_1,45867020_1,0.8450686910170457
3010_1,45870010_1,0.851067217021869
3010_1,45885020_1,0.7679821761559603
3010_1,45922010_1,0.8341239286360417
3010_1,45922040_1,0.8429872033537367
3010_1,45923020_1,0.8406697651773604
3010_1,45931010_1,0.7785958446739589
3010_1,45931040_1,0.8369398887109559
3010_1,45944010_1,0.758871303414461
3010_1,45949020_1,0.7671618316112515
3010_1,45982010_1,0.7745031180427067
3010_1,45982040_1,0.705223593132982
3010_1,45984010_1,0.8331209254080898
3010_1,45984020_1,0.8346104140073438
3010_1,45992040_1,0.7607716232813901
3010_1,45997010_1,0.9227306230281728
3010_1,45998010_1,0.7799529335319069
3010_1,45998040_1,0.7016239126671545
3010_1,46012010_1,0.7701555056746907
3010_1,46074020_1,0.7068759297331368
3010_1,46109020_1,0.8297828297215164
3010_1,46131010_1,0.7084052530729679
3010_1,46135010_1,0.763936051231291
3010_1,46138010_1,0.8435904955598844
3010_1,46138020_1,0.7679934487151694
3010_1,46146010_1,0.7757349964175149
3010_1,46146020_1,0.915882065442688
3010_1,46187010_1,0.8373069130845823
3010_1,46188010_1,0.8240960400638417
3010_1,46226010_1,0.7747482821405345
3010_1,46252020_1,0.7395474124423518
3010_1,46252030_1,0.8534904735176745
3010_1,46291010_1,0.7665825754103851
3010_1,46321010_1,0.7741682146310094
3010_1,46379010_1,0.8044333016565043
3010_1,46379020_1,0.7706858682648937
3010_1,46384010_1,0.7798734801710298
3010_1,46384020_1,0.7656803065296323
3010_1,46440010_1,0.7033559828984506
3010_1,46443010_1,0.7738142710229096
3010_1,46443020_1,0.7778439649747109
3010_1,46485020_1,0.7648708736575749
3010_1,46555020_1,0.8520935869683397
3010_1,46558010_1,0.802059451971258
3010_1,46558020_1,0.838487582960427
